"customer_id","gender","age","marital_status","dependents","tenure_months","city","state","meal_kind","dietary","meal_type","cook_days_per_week","recipes_per_week","latest_discount_used_pct","uses_other_meal_kits","skips_last_3_months","delivery_issues_last_3mo","app_logins_per_month","recipe_rating","customer_service_rating","price_per_recipe","monthly_charges","total_charges","churn","IMP_income","M_income"
"HF_002255","F",56,"Single",0,31,"Cambridge","MA","Veggie","Low Carb","Premium",6,4,0.96,"No",4,1,16,3,2,14.5,232,7192,0,131699,0
"HF_002256","F",52,"Married",1,27,"Rochester","NY","Meat & Veggie","Low Sugar","Quick & Easy",4,5,0.6,"No",5,2,6,5,5,10.21,204.2,5513.4,0,217149,0
"HF_002257","F",27,"Married",2,10,"Brooklyn","NY","Veggie","Low Carb","Classic",5,3,0.31,"Yes",0,2,36,2,2,10.52,126.24,1262.4,1,238876,0
"HF_002258","F",61,"Married",2,38,"Brooklyn","NY","Meat & Veggie","Plant Based","Quick & Easy",4,3,0.87,"Yes",1,3,36,4,3,10.09,121.08,4601.04,0,254066,0
"HF_002259","F",42,"Single",2,19,"Los Angeles","CA","Veggie","High Protein","Quick & Easy",6,6,0.06,"No",5,3,5,0,2,9.4,225.6,4286.4,0,254543,0
"HF_002260","M",42,"Married",2,42,"Cambridge","MA","Veggie","Low Calories","Classic",4,5,0.17,"Yes",5,0,44,1,4,10.21,204.2,8576.4,0,187132,0
"HF_002261","M",40,"Single",4,28,"Chicago","IL","Meat & Veggie","Low Carb","Quick & Easy",3,2,0.91,"Yes",5,2,4,2,3,11.22,89.76,2513.28,0,180517,1
"HF_002262","F",54,"Single",2,46,"San Diego","CA","Veggie","Plant Based","Quick & Easy",4,5,0.38,"No",4,2,37,3,4,8.89,177.8,8178.8,0,174212,1
"HF_002263","F",26,"Single",0,36,"Buffalo","NY","Veggie","Low Sugar","Premium",3,5,0.65,"Yes",4,1,29,5,1,12.78,255.6,9201.6,0,166389.5,1
"HF_002264","F",29,"Married",0,42,"Austin","TX","Pescatarian","Low Carb","Premium",5,2,0.14,"Yes",1,2,34,2,1,12.93,103.44,4344.48,0,125875,0
"HF_002265","F",39,"Single",2,38,"Seattle","WA","Meat & Veggie","High Protein","Quick & Easy",3,4,0.22,"Yes",3,2,38,4,3,9.88,158.08,6007.04,0,173105.5,1
"HF_002266","M",48,"Married",1,41,"Seattle","WA","Meat & Veggie","Plant Based","Premium",7,6,0.92,"No",5,0,6,3,5,13.49,323.76,13274.16,0,173105.5,1
"HF_002267","F",59,"Single",0,3,"Oakland","CA","Pescatarian","Plant Based","Classic",6,4,0.4,"No",1,3,42,1,4,11.57,185.12,555.36,1,258311,0
"HF_002268","F",26,"Married",1,8,"San Diego","CA","Meat & Veggie","Low Carb","Quick & Easy",7,2,0.88,"No",0,3,27,3,3,8.97,71.76,574.08,1,276631,0
"HF_002269","M",73,"Married",1,2,"Evanston","IL","Meat & Veggie","Plant Based","Premium",2,4,0.02,"Yes",1,2,9,1,1,14.33,229.28,458.56,1,191051.5,1
"HF_002270","F",38,"Married",1,50,"Brooklyn","NY","Meat & Veggie","High Protein","Classic",3,5,0.61,"No",3,2,39,4,4,11.36,227.2,11360,0,251006,0
"HF_002271","M",36,"Single",0,52,"Chicago","IL","Veggie","Low Carb","Premium",1,6,0.89,"No",5,0,44,4,3,11.48,275.52,14327.04,0,202907,0
"HF_002272","M",67,"Single",2,17,"Boston","MA","Pescatarian","Plant Based","Quick & Easy",1,5,0.35,"Yes",1,1,1,3,2,9.29,185.8,3158.6,0,165945.5,1
"HF_002273","M",22,"Single",1,55,"Buffalo","NY","Meat & Veggie","Low Calories","Premium",2,6,0.45,"No",2,2,41,4,3,12.72,305.28,16790.4,0,262910,0
"HF_002274","F",29,"Married",2,32,"San Francisco","CA","Meat & Veggie","Low Sugar","Premium",4,2,0.76,"Yes",4,1,31,2,4,13.62,108.96,3486.72,0,145792,0
"HF_002275","F",59,"Single",1,23,"Denver","CO","Pescatarian","Plant Based","Classic",4,4,0.52,"Yes",0,1,12,3,2,10.27,164.32,3779.36,0,75632,0
"HF_002276","M",32,"Single",2,44,"Boston","MA","Pescatarian","Low Salt","Premium",4,5,0.74,"No",3,2,21,4,3,13.82,276.4,12161.6,0,293520,0
"HF_002277","F",69,"Married",1,6,"Portland","OR","Meat & Veggie","Low Sugar","Quick & Easy",6,6,0.71,"No",1,1,2,3,1,10.82,259.68,1558.08,0,51827,0
"HF_002278","F",24,"Single",2,14,"Seattle","WA","Veggie","Low Calories","Premium",6,4,0.45,"No",5,2,2,3,2,13.69,219.04,3066.56,1,229558,0
"HF_002279","M",52,"Single",2,54,"Dallas","TX","Meat & Veggie","Plant Based","Quick & Easy",5,6,0.71,"No",4,0,8,5,3,10.55,253.2,13672.8,0,182347,0
"HF_002280","M",57,"Single",3,12,"Denver","CO","Meat & Veggie","High Protein","Premium",3,5,0.14,"No",4,2,17,3,4,14.22,284.4,3412.8,0,162120,1
"HF_002281","F",72,"Single",1,29,"San Diego","CA","Pescatarian","Low Carb","Quick & Easy",7,3,0.67,"No",0,1,7,5,1,10.69,128.28,3720.12,0,173914,0
"HF_002282","M",34,"Married",1,5,"San Diego","CA","Veggie","Low Carb","Premium",2,2,0.06,"No",1,2,3,5,1,12.54,100.32,501.6,0,174212,1
"HF_002283","F",25,"Single",0,27,"Brooklyn","NY","Meat & Veggie","Low Salt","Classic",3,2,0.82,"No",5,2,1,4,1,11.51,92.08,2486.16,1,186167,1
"HF_002284","F",55,"Single",0,43,"Orlando","FL","Meat & Veggie","Low Carb","Classic",3,4,0.04,"No",3,3,34,2,3,10.69,171.04,7354.72,0,170699,1
"HF_002285","F",26,"Married",0,50,"Portland","OR","Veggie","Plant Based","Premium",1,2,0.81,"No",4,0,44,2,3,13.13,105.04,5252,0,245145,0
"HF_002286","F",69,"Single",3,48,"Brooklyn","NY","Pescatarian","Low Carb","Classic",7,4,0.04,"Yes",2,0,17,4,3,11.49,183.84,8824.32,0,250756,0
"HF_002287","F",21,"Single",0,42,"Seattle","WA","Veggie","Plant Based","Quick & Easy",6,2,0.41,"No",5,3,2,2,4,9.52,76.16,3198.72,1,96741,0
"HF_002288","M",43,"Single",0,38,"Brooklyn","NY","Meat & Veggie","Low Carb","Classic",6,4,0.86,"Yes",2,1,4,4,3,11.26,180.16,6846.08,0,167765,0
"HF_002289","M",20,"Single",1,15,"Atlanta","GA","Veggie","Plant Based","Premium",7,2,0.1,"No",1,3,15,3,3,11.37,90.96,1364.4,0,238748,0
"HF_002290","M",74,"Single",0,54,"Chicago","IL","Meat & Veggie","Low Carb","Quick & Easy",5,3,0.93,"Yes",2,0,19,3,2,9.24,110.88,5987.52,0,59071,0
"HF_002291","F",32,"Single",0,10,"Los Angeles","CA","Pescatarian","Low Salt","Quick & Easy",5,5,0.72,"No",5,3,36,5,4,9.11,182.2,1822,1,180351,1
"HF_002292","F",26,"Married",2,1,"Denver","CO","Meat & Veggie","Plant Based","Quick & Easy",2,4,0.61,"Yes",2,2,6,4,3,11.1,177.6,177.6,0,185597,0
"HF_002293","M",42,"Single",1,13,"Los Angeles","CA","Meat & Veggie","Plant Based","Classic",7,6,0.6,"No",4,2,32,3,3,12.24,293.76,3818.88,0,119356,0
"HF_002294","F",58,"Single",0,23,"Evanston","IL","Pescatarian","High Protein","Quick & Easy",5,2,0.85,"Yes",2,0,42,3,1,11.18,89.44,2057.12,1,233303,0
"HF_002295","F",66,"Single",0,18,"Portland","OR","Veggie","Low Carb","Quick & Easy",4,3,0.55,"Yes",5,1,0,1,5,12.02,144.24,2596.32,0,148875,0
"HF_002296","F",28,"Single",1,6,"Atlanta","GA","Meat & Veggie","Plant Based","Quick & Easy",4,5,0.26,"No",5,3,33,3,3,10.92,218.4,1310.4,0,114866,0
"HF_002297","M",73,"Married",1,9,"Houston","TX","Pescatarian","Low Calories","Classic",1,5,0.15,"Yes",2,3,44,1,2,10.08,201.6,1814.4,1,227507,0
"HF_002298","M",75,"Single",4,36,"Miami","FL","Pescatarian","Plant Based","Quick & Easy",5,5,0.82,"No",1,1,0,5,0,10.56,211.2,7603.2,0,75248,0
"HF_002299","M",23,"Single",0,59,"Atlanta","GA","Pescatarian","Low Salt","Premium",3,5,0.19,"Yes",2,1,30,2,4,12.21,244.2,14407.8,0,180624,1
"HF_002300","F",73,"Married",1,50,"Orlando","FL","Veggie","High Protein","Classic",1,2,0.81,"No",2,2,27,5,3,10.4,83.2,4160,0,192964,0
"HF_002301","M",55,"Single",0,54,"Brooklyn","NY","Veggie","Plant Based","Quick & Easy",1,2,0.12,"No",2,3,11,4,2,7.6,60.8,3283.2,0,194205,0
"HF_002302","M",28,"Married",0,35,"Orlando","FL","Meat & Veggie","Low Calories","Classic",6,2,0.95,"Yes",5,1,42,0,4,10.57,84.56,2959.6,0,109904,0
"HF_002303","M",47,"Married",1,40,"Dallas","TX","Meat & Veggie","Plant Based","Quick & Easy",6,2,0.03,"No",5,3,25,3,3,10.84,86.72,3468.8,0,187235,1
"HF_002304","M",54,"Married",1,7,"Evanston","IL","Meat & Veggie","Plant Based","Quick & Easy",1,6,0.07,"No",4,0,37,4,2,9.13,219.12,1533.84,1,179950,0
"HF_002305","M",36,"Single",0,58,"Boston","MA","Veggie","High Protein","Quick & Easy",7,4,0.6,"No",1,1,32,4,3,8.99,143.84,8342.72,0,236001,0
"HF_002306","M",57,"Single",0,14,"Houston","TX","Meat & Veggie","High Protein","Quick & Easy",1,5,0.34,"Yes",1,2,8,4,1,9.94,198.8,2783.2,0,230996,0
"HF_002307","F",46,"Single",1,21,"Brooklyn","NY","Pescatarian","Low Carb","Classic",7,5,0.63,"No",1,2,8,5,1,11.47,229.4,4817.4,1,135938,0
"HF_002308","F",29,"Single",0,45,"Orlando","FL","Veggie","Plant Based","Quick & Easy",5,4,0.37,"No",1,3,8,5,3,8.3,132.8,5976,0,224726,0
"HF_002309","M",43,"Single",1,30,"Boston","MA","Meat & Veggie","Plant Based","Classic",6,4,0.07,"No",1,0,14,4,5,12.28,196.48,5894.4,0,153510,0
"HF_002310","F",54,"Single",0,54,"Brooklyn","NY","Meat & Veggie","Low Calories","Quick & Easy",3,6,0.06,"Yes",4,3,2,3,4,9.04,216.96,11715.84,0,123808,0
"HF_002311","F",61,"Married",0,8,"San Francisco","CA","Veggie","Low Carb","Quick & Easy",1,6,0.26,"Yes",5,2,18,5,4,8.71,209.04,1672.32,0,274293,0
"HF_002312","F",56,"Single",0,11,"Dallas","TX","Pescatarian","Low Calories","Quick & Easy",2,6,0.88,"No",5,1,35,2,3,10.44,250.56,2756.16,0,197531,0
"HF_002313","M",42,"Married",1,43,"Charlotte","NC","Veggie","Low Carb","Quick & Easy",6,3,0.31,"No",0,3,35,2,1,10.51,126.12,5423.16,1,162214,0
"HF_002314","M",57,"Married",2,56,"Brooklyn","NY","Veggie","Low Carb","Premium",6,3,0.36,"No",1,1,6,3,0,11.28,135.36,7580.16,1,257008,0
"HF_002315","M",74,"Married",1,54,"Chicago","IL","Veggie","Plant Based","Quick & Easy",6,3,0.33,"Yes",1,2,13,3,5,9.43,113.16,6110.64,0,244771,0
"HF_002316","M",35,"Single",2,18,"Boston","MA","Meat & Veggie","Low Carb","Premium",2,3,0.04,"No",3,3,33,1,2,13.1,157.2,2829.6,1,230248,0
"HF_002317","F",62,"Married",0,48,"Los Angeles","CA","Meat & Veggie","Plant Based","Quick & Easy",6,6,0.95,"No",4,0,26,3,1,10.52,252.48,12119.04,0,264661,0
"HF_002318","F",65,"Single",1,31,"Rochester","NY","Meat & Veggie","Plant Based","Premium",4,5,0.51,"No",5,0,14,0,5,14.4,288,8928,0,131011,0
"HF_002319","M",40,"Married",2,5,"Chicago","IL","Veggie","Low Carb","Premium",5,2,0.44,"Yes",5,3,24,3,4,12.2,97.6,488,0,186969,0
"HF_002320","M",61,"Single",0,32,"San Diego","CA","Meat & Veggie","Low Carb","Quick & Easy",5,6,0.5,"No",5,1,9,2,2,9.78,234.72,7511.04,0,87326,0
"HF_002321","M",48,"Single",1,18,"Oakland","CA","Veggie","Plant Based","Quick & Easy",1,6,0.56,"Yes",2,3,25,5,3,8.11,194.64,3503.52,0,117618,0
"HF_002322","F",43,"Single",2,2,"Seattle","WA","Veggie","Low Sugar","Quick & Easy",3,3,0.04,"Yes",4,0,3,3,5,11.06,132.72,265.44,0,202196,0
"HF_002323","F",40,"Single",2,6,"Dallas","TX","Pescatarian","High Protein","Classic",4,3,0.7,"No",3,3,12,4,4,10.75,129,774,0,253698,0
"HF_002324","F",38,"Married",0,31,"Atlanta","GA","Meat & Veggie","Plant Based","Quick & Easy",6,4,0.06,"No",5,0,0,4,2,9.07,145.12,4498.72,1,283385,0
"HF_002325","M",72,"Married",1,10,"Dallas","TX","Pescatarian","Low Salt","Quick & Easy",4,3,0.1,"Yes",3,2,12,4,5,10.58,126.96,1269.6,0,175973,0
"HF_002326","M",24,"Single",3,26,"Evanston","IL","Meat & Veggie","High Protein","Quick & Easy",4,4,0.08,"Yes",4,2,41,3,2,10.63,170.08,4422.08,0,178938,0
"HF_002327","F",72,"Married",1,16,"Atlanta","GA","Meat & Veggie","Plant Based","Premium",4,6,0.28,"No",5,3,37,2,4,13.37,320.88,5134.08,0,215741,0
"HF_002328","F",28,"Married",0,26,"Portland","OR","Pescatarian","Plant Based","Quick & Easy",1,5,0.02,"No",1,3,40,4,2,10.29,205.8,5350.8,0,51915,0
"HF_002329","M",39,"Married",2,10,"Los Angeles","CA","Veggie","Plant Based","Premium",3,6,0.7,"No",4,2,21,5,1,12.79,306.96,3069.6,0,297573,0
"HF_002330","F",35,"Married",3,54,"San Diego","CA","Veggie","Plant Based","Premium",3,6,0.83,"No",3,3,13,2,3,12.92,310.08,16744.32,0,174212,0
"HF_002331","F",39,"Married",0,28,"Buffalo","NY","Meat & Veggie","Low Calories","Premium",5,6,0.05,"No",4,3,16,3,1,13.92,334.08,9354.24,0,67527,0
"HF_002332","F",36,"Single",0,10,"Brooklyn","NY","Pescatarian","Plant Based","Premium",7,3,0.47,"No",4,0,4,4,2,14.47,173.64,1736.4,0,125252,0
"HF_002333","F",20,"Single",0,38,"Charlotte","NC","Pescatarian","Low Carb","Quick & Easy",5,6,0.32,"No",0,0,10,3,0,9.49,227.76,8654.88,0,96494,0
"HF_002334","M",27,"Married",0,44,"Dallas","TX","Pescatarian","Plant Based","Premium",1,5,0.07,"No",1,3,0,5,3,14.8,296,13024,0,236377,0
"HF_002335","M",47,"Single",3,32,"San Francisco","CA","Pescatarian","Plant Based","Classic",1,1,0.31,"No",3,0,11,5,2,12.01,48.04,1537.28,0,126396,0
"HF_002336","F",31,"Married",0,53,"Austin","TX","Meat & Veggie","Plant Based","Quick & Easy",2,2,0.67,"No",1,2,43,4,2,9.97,79.76,4227.28,0,163119,1
"HF_002337","F",71,"Single",2,13,"Austin","TX","Pescatarian","High Protein","Premium",4,5,0.66,"No",5,2,0,4,4,13.67,273.4,3554.2,1,74648,0
"HF_002338","F",31,"Single",1,26,"Dallas","TX","Meat & Veggie","High Protein","Quick & Easy",4,6,0.24,"No",4,1,3,4,3,10.11,242.64,6308.64,0,187235,1
"HF_002339","F",57,"Single",0,45,"Brooklyn","NY","Pescatarian","Plant Based","Classic",2,1,0.5,"Yes",0,3,2,1,2,11.02,44.08,1983.6,0,115093,0
"HF_002340","M",30,"Single",2,52,"Miami","FL","Pescatarian","Low Carb","Classic",6,6,0.57,"No",1,2,1,4,2,11.19,268.56,13965.12,0,202570,0
"HF_002341","F",28,"Married",2,57,"Austin","TX","Veggie","Low Carb","Quick & Easy",5,6,0.07,"Yes",3,2,5,1,4,9.75,234,13338,0,96201,0
"HF_002342","M",70,"Married",1,26,"Houston","TX","Veggie","Low Carb","Classic",2,5,0.9,"No",0,3,42,2,4,11.34,226.8,5896.8,0,170356.5,1
"HF_002343","M",58,"Single",0,25,"Brooklyn","NY","Veggie","Low Carb","Quick & Easy",4,2,0.65,"No",0,0,14,4,1,8.57,68.56,1714,0,132724,0
"HF_002344","F",65,"Single",1,56,"Boston","MA","Meat & Veggie","Low Sugar","Classic",2,2,0.89,"No",3,3,43,5,5,10.75,86,4816,0,130523,0
"HF_002345","M",61,"Single",1,56,"Buffalo","NY","Meat & Veggie","Plant Based","Quick & Easy",7,3,0.98,"No",5,0,3,2,5,10.87,130.44,7304.64,0,179599,0
"HF_002346","F",61,"Married",0,44,"Brooklyn","NY","Meat & Veggie","Plant Based","Quick & Easy",1,5,0.42,"Yes",2,3,8,4,2,10.46,209.2,9204.8,0,162322,0
"HF_002347","M",74,"Married",0,49,"Charlotte","NC","Pescatarian","Low Salt","Classic",7,3,0.91,"Yes",1,0,2,4,3,9.46,113.52,5562.48,0,213438,0
"HF_002348","F",29,"Married",0,1,"San Francisco","CA","Veggie","Low Calories","Classic",5,3,0.08,"No",2,3,38,5,5,10.18,122.16,122.16,0,279181,0
"HF_002349","F",71,"Single",1,14,"Los Angeles","CA","Meat & Veggie","Low Carb","Classic",5,5,0.74,"Yes",4,2,0,4,3,10.9,218,3052,0,101389,0
"HF_002350","F",53,"Married",0,22,"Buffalo","NY","Meat & Veggie","Plant Based","Quick & Easy",2,3,0.34,"No",5,2,41,5,3,8.63,103.56,2278.32,0,108738,0
"HF_002351","F",19,"Married",3,37,"Boston","MA","Pescatarian","Plant Based","Quick & Easy",3,5,0.78,"No",5,0,16,4,3,10.56,211.2,7814.4,0,183922,0
"HF_002352","M",27,"Married",0,33,"Rochester","NY","Meat & Veggie","High Protein","Premium",2,2,0.73,"No",3,3,40,3,3,14.61,116.88,3857.04,1,228643,0
"HF_002353","F",24,"Married",0,24,"Buffalo","NY","Meat & Veggie","Low Carb","Classic",2,3,0.14,"No",3,0,28,3,3,11.5,138,3312,0,106914,0
"HF_002354","F",38,"Single",2,39,"Charlotte","NC","Veggie","Low Sugar","Premium",7,2,0.87,"No",5,1,17,2,3,13.53,108.24,4221.36,0,157544,1
"HF_002355","F",48,"Single",2,50,"Los Angeles","CA","Meat & Veggie","Plant Based","Quick & Easy",2,5,0.42,"Yes",0,2,11,4,3,10.46,209.2,10460,0,83167,0
"HF_002356","M",75,"Married",1,1,"Orlando","FL","Veggie","Low Salt","Classic",1,6,0.32,"Yes",2,1,26,1,4,10.29,246.96,246.96,0,94249,0
"HF_002357","F",27,"Single",1,46,"Cambridge","MA","Veggie","Plant Based","Quick & Easy",6,2,0.92,"No",2,2,42,3,5,8.79,70.32,3234.72,0,165191.5,1
"HF_002358","M",75,"Married",4,40,"Denver","CO","Veggie","Low Carb","Quick & Easy",7,4,0.91,"No",3,3,23,3,3,11.31,180.96,7238.4,0,54835,0
"HF_002359","F",62,"Single",1,5,"Orlando","FL","Veggie","High Protein","Classic",3,2,0.39,"Yes",3,3,26,3,3,10.71,85.68,428.4,1,61047,0
"HF_002360","M",58,"Married",1,51,"New York","NY","Meat & Veggie","High Protein","Premium",3,3,0.05,"Yes",5,0,23,3,3,11.8,141.6,7221.6,0,192384,0
"HF_002361","F",44,"Single",3,7,"Oakland","CA","Meat & Veggie","Low Carb","Quick & Easy",1,5,0.46,"No",4,0,36,5,2,9.43,188.6,1320.2,0,211242,0
"HF_002362","F",36,"Single",1,45,"Evanston","IL","Veggie","Low Carb","Premium",3,4,0.11,"Yes",0,1,3,5,2,13.01,208.16,9367.2,0,168710,0
"HF_002363","M",64,"Single",1,29,"Austin","TX","Veggie","Low Carb","Classic",2,5,0.07,"No",2,3,25,3,2,12.13,242.6,7035.4,0,78597,0
"HF_002364","F",42,"Married",1,4,"Brooklyn","NY","Veggie","Low Salt","Quick & Easy",2,5,0.31,"Yes",2,3,38,2,0,9.71,194.2,776.8,0,96654,0
"HF_002365","F",32,"Single",1,12,"Portland","OR","Veggie","High Protein","Premium",6,6,0.03,"No",3,1,14,1,2,13.34,320.16,3841.92,0,189330,0
"HF_002366","M",40,"Single",1,33,"Los Angeles","CA","Pescatarian","High Protein","Premium",5,3,0.02,"No",1,0,1,3,1,13.93,167.16,5516.28,0,100526,0
"HF_002367","F",75,"Single",0,51,"Atlanta","GA","Veggie","Plant Based","Quick & Easy",6,5,0.03,"No",0,3,3,1,2,9.28,185.6,9465.6,1,290062,0
"HF_002368","F",40,"Married",2,9,"Dallas","TX","Meat & Veggie","Low Sugar","Quick & Easy",5,5,0.1,"No",2,2,12,4,4,10.53,210.6,1895.4,0,282292,0
"HF_002369","M",22,"Single",0,35,"Charlotte","NC","Pescatarian","Low Carb","Premium",7,4,0.25,"No",5,1,29,2,1,12.91,206.56,7229.6,0,157544,1
"HF_002370","F",27,"Married",2,6,"Boston","MA","Veggie","High Protein","Quick & Easy",2,2,0.85,"No",0,0,16,1,3,9.15,73.2,439.2,0,129782,0
"HF_002371","F",63,"Single",1,47,"Boston","MA","Meat & Veggie","Low Sugar","Quick & Easy",7,3,0.56,"Yes",5,3,25,1,0,9.6,115.2,5414.4,0,141750,0
"HF_002372","F",56,"Married",0,38,"New York","NY","Meat & Veggie","Low Salt","Classic",3,6,0.15,"Yes",3,1,0,5,3,10.51,252.24,9585.12,0,68884,0
"HF_002373","F",68,"Single",0,34,"Brooklyn","NY","Veggie","Plant Based","Classic",6,5,0.69,"Yes",4,1,28,4,4,9.25,185,6290,0,186167,1
"HF_002374","F",62,"Married",0,37,"Charlotte","NC","Meat & Veggie","Low Calories","Premium",7,2,0.64,"Yes",2,3,44,4,4,12.59,100.72,3726.64,0,203082,0
"HF_002375","F",45,"Single",2,1,"Los Angeles","CA","Pescatarian","Low Carb","Quick & Easy",5,3,0.42,"Yes",0,0,35,3,3,10.8,129.6,129.6,0,221027,0
"HF_002376","F",72,"Single",0,1,"San Diego","CA","Veggie","Low Calories","Premium",6,2,0.85,"No",0,3,10,2,2,11.83,94.64,94.64,1,85417,0
"HF_002377","M",30,"Married",0,37,"Cambridge","MA","Veggie","Low Carb","Classic",6,2,0.58,"No",0,2,14,4,1,10.03,80.24,2968.88,0,101252,0
"HF_002378","F",20,"Married",1,16,"Boston","MA","Meat & Veggie","Low Salt","Premium",6,2,0.23,"Yes",0,1,36,1,5,12.58,100.64,1610.24,0,165945.5,1
"HF_002379","F",39,"Married",1,34,"Brooklyn","NY","Pescatarian","Low Carb","Classic",2,5,0.58,"No",1,0,17,3,1,11.61,232.2,7894.8,0,182945,0
"HF_002380","F",57,"Single",0,26,"Seattle","WA","Pescatarian","High Protein","Quick & Easy",6,6,0.63,"No",3,1,3,4,3,10.27,246.48,6408.48,0,78147,0
"HF_002381","F",74,"Single",2,24,"Buffalo","NY","Meat & Veggie","Low Salt","Classic",4,5,0.03,"No",1,1,42,3,4,10.45,209,5016,0,157869,0
"HF_002382","F",43,"Married",1,11,"San Diego","CA","Meat & Veggie","High Protein","Classic",5,4,0.02,"No",1,3,12,4,0,11.72,187.52,2062.72,0,272957,0
"HF_002383","F",19,"Single",2,45,"Atlanta","GA","Veggie","Low Salt","Premium",5,3,0.74,"Yes",1,0,0,0,2,12.97,155.64,7003.8,1,180624,1
"HF_002384","F",46,"Single",1,26,"Evanston","IL","Pescatarian","Low Calories","Quick & Easy",5,4,0.24,"Yes",1,1,32,2,2,8.59,137.44,3573.44,0,244815,0
"HF_002385","F",67,"Married",0,57,"Denver","CO","Pescatarian","High Protein","Quick & Easy",3,2,0.55,"No",1,1,44,1,3,9.95,79.6,4537.2,1,75929,0
"HF_002386","F",30,"Married",1,59,"Austin","TX","Meat & Veggie","Low Carb","Premium",1,6,0.56,"Yes",4,2,43,4,4,12.64,303.36,17898.24,0,97357,0
"HF_002387","F",68,"Single",3,14,"Houston","TX","Pescatarian","Plant Based","Classic",4,3,0.89,"Yes",0,3,9,1,4,11.63,139.56,1953.84,0,170356.5,1
"HF_002388","F",32,"Single",1,44,"Los Angeles","CA","Pescatarian","High Protein","Premium",5,3,0.08,"No",3,3,3,5,5,12.57,150.84,6636.96,0,112647,0
"HF_002389","M",29,"Single",3,19,"Portland","OR","Pescatarian","Plant Based","Classic",6,6,0.76,"No",3,0,2,4,3,12.13,291.12,5531.28,0,273198,0
"HF_002390","F",24,"Single",0,11,"Miami","FL","Veggie","Low Calories","Quick & Easy",6,6,0.02,"Yes",1,0,13,3,2,8.29,198.96,2188.56,0,165087,0
"HF_002391","F",60,"Single",2,37,"Cambridge","MA","Meat & Veggie","Plant Based","Classic",4,5,0.51,"No",0,2,26,4,3,10.9,218,8066,0,160943,0
"HF_002392","F",21,"Single",1,17,"Cambridge","MA","Meat & Veggie","Low Sugar","Quick & Easy",7,2,0.02,"Yes",5,1,37,3,1,9.55,76.4,1298.8,0,212171,0
"HF_002393","F",56,"Single",0,45,"Chicago","IL","Pescatarian","Plant Based","Quick & Easy",5,5,0.91,"No",2,3,13,3,3,10.92,218.4,9828,0,180517,1
"HF_002394","F",65,"Married",3,13,"San Diego","CA","Meat & Veggie","Low Carb","Quick & Easy",7,5,0.98,"No",5,3,2,3,2,8.08,161.6,2100.8,1,295432,0
"HF_002395","M",26,"Single",0,55,"Evanston","IL","Veggie","Low Carb","Quick & Easy",6,4,0.76,"No",1,2,11,3,3,7.08,113.28,6230.4,0,261112,0
"HF_002396","F",65,"Single",2,28,"Charlotte","NC","Meat & Veggie","Plant Based","Quick & Easy",1,2,0.37,"Yes",2,3,9,0,3,10.64,85.12,2383.36,0,169405,0
"HF_002397","F",32,"Single",2,41,"Cambridge","MA","Pescatarian","Low Carb","Classic",6,3,1,"No",2,0,18,2,1,10.61,127.32,5220.12,0,68231,0
"HF_002398","M",77,"Married",2,49,"Buffalo","NY","Meat & Veggie","High Protein","Quick & Easy",1,5,0.96,"No",5,1,2,5,4,9.52,190.4,9329.6,0,258691,0
"HF_002399","F",35,"Single",1,28,"Cambridge","MA","Pescatarian","High Protein","Classic",4,5,0.68,"No",0,2,2,4,1,13.02,260.4,7291.2,0,165191.5,1
"HF_002400","F",43,"Single",0,17,"San Francisco","CA","Meat & Veggie","High Protein","Classic",5,3,0.62,"No",1,1,12,2,4,10.79,129.48,2201.16,0,210512.5,1
"HF_002401","F",23,"Married",1,32,"Evanston","IL","Meat & Veggie","Plant Based","Premium",6,4,0.31,"No",1,3,5,1,4,12.71,203.36,6507.52,0,191051.5,1
"HF_002402","F",51,"Single",0,42,"San Francisco","CA","Pescatarian","Plant Based","Quick & Easy",5,4,0.59,"Yes",4,1,5,2,5,10.75,172,7224,0,291313,0
"HF_002403","F",28,"Single",1,10,"Boston","MA","Pescatarian","Low Salt","Premium",3,5,0.58,"No",0,3,5,3,1,12.49,249.8,2498,1,146924,0
"HF_002404","F",53,"Married",0,14,"Evanston","IL","Meat & Veggie","Plant Based","Quick & Easy",2,6,0.54,"Yes",4,2,38,4,4,10.61,254.64,3564.96,1,69536,0
"HF_002405","F",37,"Single",2,2,"Charlotte","NC","Meat & Veggie","High Protein","Quick & Easy",1,6,0.04,"Yes",4,0,2,3,2,10.14,243.36,486.72,0,129203,0
"HF_002406","M",49,"Married",2,57,"Chicago","IL","Veggie","Low Salt","Quick & Easy",4,6,0.49,"No",0,3,40,3,5,10.19,244.56,13939.92,0,135729,0
"HF_002407","F",66,"Married",0,35,"Brooklyn","NY","Pescatarian","Plant Based","Classic",5,2,0.46,"Yes",1,0,21,3,1,11.76,94.08,3292.8,0,213119,0
"HF_002408","M",42,"Single",2,1,"Dallas","TX","Veggie","Plant Based","Quick & Easy",2,1,0.23,"No",0,0,8,4,3,10.86,43.44,43.44,0,51445,0
"HF_002409","M",72,"Married",0,29,"Atlanta","GA","Pescatarian","Plant Based","Quick & Easy",3,2,0.7,"No",0,1,9,4,4,9.66,77.28,2241.12,0,188738,0
"HF_002410","F",61,"Married",0,32,"Brooklyn","NY","Pescatarian","High Protein","Quick & Easy",4,2,0.12,"Yes",5,1,8,5,0,10.61,84.88,2716.16,0,201656,0
